1,731298;3,434619
1,831682;3,168681
2,364801;2,872058

1,601325;2,989976
1,691554;2,926268
1,818861;2,587015
1,855391;2,450393
1,860542;2,239505

1,479315;2,898798
1,481762;2,643271
1,700906;2,562795
1,773162;2,128308
1,842423;2,088272

1,440630;2,851857
1,448885;2,766230
1,451187;2,730248
1,528302;2,523964
1,700102;2,401552
1,765454;2,075011
1,826898;1,461966

1,368666;2,847254
1,592302;2,175103
1,681728;1,950152
1,758843;1,743867

1,008444;2,743618
1,122344;2,700878
1,259514;2,598485
1,340136;2,598083
1,347186;2,270592
1,390073;2,164948
1,485306;2,109897
1,486256;2,051595
1,514530;2,000599
1,561471;1,961914
1,739665;1,131224

1,090015;2,684915
1,292939;2,336602
1,331223;2,302921
1,400630;2,043339
1,465836;1,936343
1,476393;1,814735
1,529690;1,807027
1,558111;1,536487
1,637271;0,994054

1,035915;2,531379
1,099367;2,321442
1,318510;2,240966
1,369251;1,969074
1,506165;1,566514

0,875219;2,393259
0,914854;2,381899
1,016992;2,218902
1,209213;2,211742
1,294437;2,139377
1,317707;2,079723
1,345324;1,647939
1,410530;1,540943
1,414183;1,527281
1,448850;0,768006

0,838836;2,310336
0,940024;2,205642
1,006983;2,201587
1,094107;2,012618
1,106418;1,993951
1,218017;1,987193
1,223971;1,937549
1,243588;1,891557
1,262802;1,764945
1,288374;1,669309
1,343570;1,544998
1,406621;1,254439

0,250412;2,211559
0,545573;2,202646
0,586158;2,132983
0,971549;2,060362
1,157012;1,941603
1,222619;1,915229
1,236830;1,779959
1,256191;1,433801
1,319242;1,143242
1,363479;1,059917

0,970198;2,038042
1,135642;1,884653
1,209907;1,853274
1,229268;1,507116
1,256228;0,694544
1,278146;0,612571

0,827219;1,970535
1,160263;1,847320
1,185578;1,451518
1,201140;1,338567
1,219003;1,189635

0,772571;1,955923
0,776224;1,942261
0,818160;1,894918
1,104263;1,810388
1,107916;1,796726
1,122528;1,742077
1,158108;1,663757
1,169104;0,883514
1,174656;0,753248

0,230138;1,876762
0,433317;1,828616
0,579546;1,801840
0,902033;1,800232
1,084244;1,775757
1,086546;1,739775
1,113468;1,666460
1,141889;1,395919
1,155040;0,799239
1,174401;0,453081

0,187799;1,843483
0,375965;1,769364
0,406943;1,763008
0,751749;1,760049
0,952627;1,747885
1,013230;1,712853
1,030545;1,702844
1,058418;1,571226
1,101706;1,546203
